DIRECTORIO,TIP_FOR,P1,P1S1,P2,P2S1,P5,CTL_1,P8R,P9,P10R,P11,P12,P13,P15,P16S1,P16S2,P16S3,P16S4,P16S5,P16S6,P16S7,P16S8,P16S9,P17,P17S1,P17S2,P17S3,P17S4,P17S5,P17S6,P17S7,P17S8,P17S9,P17S10,P18,P19,P20,P20S1,P20S2,P20S3,P20S4,P20S5,P20S1A1,P20S2A1,P20S3A1,P20S4A1,P20S5A1,P21,P22,P23,P23S1R,P23S2,P24,P25,P26,P26S1,P26S2,P26S3,P26S4,P26S5,P26S6,P26_1,P26_2S1,P26_2S2,P26_2S3,P26_2S4,P26_2S5,P26_2S6,P26_2S7,P26_2S8,P27,P28R,P29,P30,P30S1,P30S2,P30S3,P30S4,P30S5,P30S6,P30S7,P30S8,P30S9,P30S1A1R,P30S2A1R,P30S3A1R,P30S4A1R,P30S5A1R,P30S6A1R,P30S7A1R,P30S8A1R,P30S9A1R,P30_1,P30_2,P31,P32,P32S1,P32S2,P32S3,P32S4,P32S5,P32S6,P32S7,P32S8,P33,P33S1,P33S2,P33S3,P33S4,P33S5,P33S6,P33_1,P33_2,P33_2S1,P33_2S2,P33_2S3,P33_2S4,P33_2S5,P34,P35,P36R,P37S1,P37S2,P37S3,P37S4,P37S5,P37S6,P37S7,COMPLETA
4875,2,13,13001,1,02,1,1,33,1,5,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,2,,20,0,2,1,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,2,1,1,2,2,2,2,2,2,,15,15,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4876,2,47,47001,1,02,2,1,31,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,6,,10,0,3,5,,2,2,2,2,2,2,,,,,,,,,,1,3,3,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,2,,,,,,,,,,1
4877,2,66,66001,1,04,1,1,36,1,3,2,1,1,5,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,7,,21,0,5,9,,2,2,2,2,2,2,,,,,,,,,,1,1,5,,2,2,1,2,2,1,2,2,2,,,15,,,15,,,,3,2,1,2,1,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4878,2,66,66001,1,03,1,1,41,1,3,2,1,1,6,4,4,4,4,3,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,2,,32,0,2,3,,1,2,2,2,2,2,1,1,1,1,,,,,,2,8,1,,1,2,1,2,2,2,2,2,2,15,,15,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4879,2,73,73001,1,01,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35,1,,,1,,,,1
4880,2,66,66001,1,09,1,1,29,2,3,1,1,1,5,3,4,4,4,4,4,4,4,4,1,,,,,,,,,,1,11,,,1,1,2,1,2,2,2,,2,,1,4,,2,11,5,1,,2,1,2,2,2,2,2,,,,,,,,1,2,8,9,,2,2,2,1,2,1,2,2,2,,,,15,,15,,,,6,3,2,,,,,,,,,,,2,2,2,1,2,2,2,,2,2,2,1,2,1,,,,,,,,,,1
4881,2,44,44001,1,06,1,1,15,1,5,3,1,1,6,2,2,3,4,4,4,3,4,3,1,,,,,,,,1,,,10,,,2,2,2,2,2,,,,,,1,5,,0,4,4,2,,2,2,2,2,2,2,,,,,,,,,,1,1,4,,2,2,2,1,2,2,2,2,2,,,,15,,,,,,4,,2,,,,,,,,,,,1,1,2,2,2,2,1,,2,2,2,1,1,,,,,,,,,,,1
4883,2,66,66001,1,03,1,1,40,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,28,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,1,5,,1,2,1,2,2,1,2,2,2,15,,15,,,15,,,,6,2,1,1,,,,,,,,,,2,2,1,1,2,2,2,,1,1,1,1,1,1,,,,,,,,,,1
4884,2,73,73001,1,01,1,1,41,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,14,0,5,9,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4887,2,47,47001,1,02,2,1,66,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,1,,,,,1,6,,7,0,5,9,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,2,2,2,2,2,1,2,2,2,,,,,,30,,,,6,4,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4888,2,66,66001,1,03,1,1,30,1,3,2,1,1,6,3,3,2,2,3,3,3,3,3,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,11,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,4,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,1,2,2,2,1,,1,2,2,2,1,1,,,,,,,,,,1
4889,2,66,66001,1,03,1,1,51,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,28,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,4,,1,2,1,2,2,2,2,2,2,28,,28,,,,,,,3,,1,1,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4890,2,73,73001,1,01,1,1,36,1,3,1,1,1,6,4,3,4,4,4,4,4,4,4,1,,,,,,,,,,,11,,,2,2,2,2,2,,,,,,1,6,,4,0,4,9,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,1,2,1,1,2,1,2,2,2,17,,15,30,,20,,,,3,2,2,,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,1,2,1,,,,,,,,,,1
4891,2,66,66001,1,03,2,1,50,1,3,1,1,1,6,4,4,3,1,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,1,2,2,,,2,,,1,5,,3,0,4,9,,2,2,1,2,2,2,3,,1,1,1,,,1,1,1,3,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,,,,,,,,,,1,1,1,1,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4892,2,66,66001,1,03,1,1,54,1,3,1,1,1,6,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,40,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,1,4,,1,1,1,1,2,2,2,2,2,18,18,18,18,,,,,,3,,1,1,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4893,2,73,73001,1,01,1,1,33,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,22,0,7,1,,1,2,2,2,2,2,1,,1,,,,,,,1,2,5,,2,1,2,2,2,1,2,2,2,,30,,,,19,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,1,2,1,1,,,,,,,,,,1
4894,2,66,66001,1,04,1,1,60,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,1,,,,,11,,,2,2,2,2,2,,,,,,1,6,,12,0,4,3,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,1,2,2,2,2,1,,,,,,,,,,1
4895,2,66,66001,1,09,1,1,25,1,3,1,1,1,6,4,4,1,4,4,3,4,4,4,1,,,,,,,,,1,,11,,,2,2,2,2,2,,,,,,1,1,,3,11,7,3,,2,1,2,2,2,2,2,,1,,,,,,,1,2,8,,1,1,1,2,2,1,2,2,2,15,15,15,,,16,,,,6,3,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,2,,,,,,,,,,1
4896,2,66,66001,1,03,1,1,56,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,1,,35,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,2,2,1,2,2,2,2,2,2,,,15,,,,,,,3,,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4897,2,66,66001,1,03,2,1,21,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,7,,8,0,10,2,,2,2,1,2,2,2,3,,1,1,1,1,,1,1,1,2,1,,2,2,1,1,2,2,2,2,2,,,15,16,,,,,,3,,1,1,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4898,2,47,47001,1,02,2,1,59,1,3,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,11,,2,0,2,7,,2,2,2,2,2,2,,,,,,,,,,1,4,5,,2,1,1,1,1,2,2,2,2,,17,40,21,35,,,,,2,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,4,,,,,,,,,,1
4900,2,66,66001,1,03,1,1,68,1,3,1,1,1,6,4,4,2,2,3,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,20,0,1,9,,2,1,2,2,2,2,2,,1,,,,,,,1,1,4,,1,2,1,2,2,1,2,2,2,15,,15,,,40,,,,1,1,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,1,2,2,1,,,,,,,,,,1
4901,2,13,13001,1,03,1,1,19,1,2,2,1,1,5,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,3,,8,0,1,2,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,2,1,2,2,2,2,2,2,,,15,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4902,2,66,66001,1,03,1,1,51,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,1,,35,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,2,1,2,2,1,2,2,2,15,,15,,,15,,,,3,3,1,2,,,,,,,1,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4903,2,66,66001,1,03,1,1,43,1,3,2,1,2,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,15,0,1,1,,2,2,2,2,2,2,,,,,,,,,,1,3,2,,1,2,1,2,2,2,2,2,2,15,,16,,,,,,,1,,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4904,2,66,66001,1,05,2,1,41,1,3,2,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,2,,15,0,11,9,,2,2,1,2,2,2,3,,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4905,2,13,13001,1,01,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,1,,,,,,1
4906,2,66,66001,1,19,1,1,60,1,3,1,1,1,6,3,3,2,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,45,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,1,2,,2,2,1,2,2,2,2,2,2,,,15,,,,,,,3,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4907,2,66,66001,1,09,1,1,35,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,3,11,7,1,,2,2,2,2,2,2,,,,,,,,,,1,3,5,,1,2,2,1,2,2,2,2,2,15,,,15,,,,,,4,,1,1,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4908,2,73,73001,1,01,1,1,29,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,4,0,7,9,,2,2,2,2,2,2,,,,,,,,,,1,2,2,,1,2,1,2,2,1,2,2,2,16,,18,,,23,,,,6,2,2,,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,2,1,1,,,,,,,,,,1
4909,2,66,66001,1,03,1,1,43,1,3,1,1,1,6,4,4,3,4,2,4,4,4,3,1,,,,1,,,,,,,3,1,,2,2,2,2,2,,,,,,1,1,,10,0,1,3,,2,2,2,2,2,2,,,,,,,,,,1,4,4,,1,1,1,2,2,1,2,2,2,15,16,16,,,16,,,,6,2,1,2,,,,,,,,1,,1,2,1,1,2,2,1,,2,2,1,2,2,1,,,,,,,,,,1
4910,2,66,66001,1,03,2,1,26,2,3,1,1,3,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,1,3,1,,1,2,2,2,2,1,,,,,1,7,,0,0,7,1,,1,2,1,2,2,2,3,,1,1,1,1,,1,1,1,1,9,,2,2,1,2,2,2,2,2,2,,,15,,,,,,,3,,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4911,2,66,66001,1,09,1,1,62,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,8,0,1,9,,2,2,2,2,2,2,,,,,,,,,,2,8,4,,1,2,1,2,2,2,2,2,2,15,,15,,,,,,,1,,1,2,,,,,,,1,,,2,2,1,2,2,2,2,,2,2,1,2,2,1,,,,,,,,,,1
4912,2,13,13001,1,03,1,1,63,1,3,1,1,1,5,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,10,0,9,3,,2,2,2,2,2,2,,,,,,,,,,1,2,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4913,2,66,66001,1,09,1,1,37,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,10,0,1,1,,1,2,2,2,2,2,1,,1,,,,,,,1,3,1,,1,1,1,1,1,2,2,2,2,20,20,36,15,15,,,,,5,,1,2,,1,,,,,,,,1,2,2,1,2,2,2,,1,2,1,1,1,1,,,,,,,,,,1
4914,2,47,47001,1,02,2,1,51,1,3,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,4,,3,0,4,5,,2,2,2,2,2,2,,,,,,,,,,1,3,5,,1,2,2,1,2,2,2,2,2,15,,,23,,,,,,4,,2,,,,,,,,,,,2,2,1,2,1,2,1,,1,2,2,1,1,2,,,,,,,,,,1
4915,2,73,73001,1,01,1,1,22,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,1,,5,0,1,1,,1,2,2,2,2,2,1,1,,,,,,,,1,3,5,,1,1,1,2,2,1,2,2,2,15,15,15,,,15,,,,6,3,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4916,2,66,66001,1,03,1,1,63,1,3,1,1,1,6,3,4,3,3,2,4,3,4,2,2,,,,,,,,,,,,,,1,2,2,2,2,1,,,,,1,2,,25,0,2,8,,1,2,2,2,2,2,1,,1,1,,,,,,2,8,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4917,2,66,66001,1,03,2,1,45,1,3,1,1,1,5,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,1,1,2,,2,2,2,2,2,,,,,,1,1,,3,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,5,1,,1,2,1,2,1,1,2,2,2,15,,15,,15,15,,,,3,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4918,2,66,66001,1,09,1,1,26,1,6,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,10,11,1,1,,1,2,2,2,2,2,1,,1,,,,,,,1,1,5,,1,1,1,1,2,1,2,1,2,15,15,15,15,,15,,15,,4,1,1,1,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4919,2,66,66001,1,09,1,1,65,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,0,7,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4920,2,66,66001,1,03,1,1,52,2,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,35,0,7,9,,2,2,2,2,2,2,,,,,,,,,,1,1,1,,2,2,1,2,2,2,2,2,2,,,15,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,1,,1,2,2,2,2,2,,,,,,,,,,1
4921,2,73,73001,1,01,1,1,68,1,3,2,1,1,6,3,3,2,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,10,,60,0,7,9,,2,2,2,2,2,2,,,,,,,,,,2,8,4,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,1,1,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4922,2,44,44001,1,02,1,1,32,1,3,2,1,1,6,4,4,3,4,4,4,4,4,3,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,1,0,5,1,,1,2,2,2,2,2,1,,,,,,,,1,1,1,5,,1,1,2,2,2,1,2,2,2,15,18,,,,27,,,,1,3,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4923,2,66,66001,1,03,1,1,52,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,2,,30,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,4,5,,2,2,2,2,2,1,2,2,2,,,,,,30,,,,6,1,1,2,1,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4924,2,66,66001,1,09,1,1,67,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,1,,11,,,2,2,2,2,2,,,,,,1,5,,2,0,5,9,,2,2,2,2,2,2,,,,,,,,,,1,1,4,,1,2,2,2,2,2,2,2,2,30,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,1,,1,2,2,2,2,1,,,,,,,,,,1
4925,2,66,66001,1,03,1,1,31,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,19,0,4,9,,2,2,2,2,2,2,,,,,,,,,,1,1,1,,2,2,1,2,2,2,2,2,2,,,15,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4926,2,66,66001,1,09,1,1,51,1,3,1,1,1,6,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,35,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,2,1,1,2,1,2,2,2,,,15,15,,15,,,,6,3,1,2,,1,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4927,2,66,66001,1,09,1,1,49,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,1,0,7,3,,1,1,2,2,2,2,1,,1,,,,,,,1,6,1,,2,1,1,2,1,2,2,2,2,,15,15,,15,,,,,5,,1,2,,,,,,,1,,,2,2,1,2,2,2,2,,1,2,1,2,2,1,,,,,,,,,,1
4928,2,66,66001,1,03,1,1,41,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,2,,15,0,4,1,,2,2,2,2,2,2,,,,,,,,,,1,1,1,,2,2,1,2,2,2,2,2,2,,,20,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,3,,,,,,,,,,1
4929,2,66,66001,1,02,2,1,41,1,3,1,1,2,5,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,,1,2,,2,2,2,2,2,,,,,,1,1,,23,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,3,1,,2,1,2,2,2,1,2,2,2,,15,,,,18,,,,6,2,1,1,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4930,2,73,73001,1,11,2,1,63,1,3,1,1,2,6,2,4,2,2,3,2,3,2,2,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,40,0,5,9,,2,2,2,2,1,2,5,,1,1,,,,,,1,2,1,,2,2,1,2,2,2,2,2,2,,,25,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4931,2,44,44001,1,06,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,1,,1,1
4932,2,66,66001,1,09,1,1,59,1,3,1,1,1,6,4,4,3,4,4,4,3,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,8,0,1,9,,2,2,2,2,2,2,,,,,,,,,,2,8,4,,1,2,2,2,2,2,2,2,2,20,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4933,2,66,66001,1,03,1,1,32,2,3,2,1,2,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,1,,10,0,1,9,,2,2,2,2,2,2,,,,,,,,,,2,8,8,,2,2,2,2,2,1,2,1,2,,,,,,15,,20,,8,4,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4934,2,66,66001,1,03,1,1,60,1,3,2,1,1,6,4,4,2,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,6,,3,0,4,9,,2,2,2,2,2,2,,,,,,,,,,1,1,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,1,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4935,2,66,66001,1,09,4,1,25,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,5,11,5,1,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,2,1,2,2,2,2,2,2,16,,15,,,,,,,3,,1,2,,,,,,,1,,,1,2,1,2,1,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4936,2,73,73001,1,11,2,1,74,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,6,,30,0,4,9,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4937,2,66,66001,1,09,1,1,25,1,3,1,1,1,6,4,4,2,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,3,0,1,5,,2,2,2,2,2,2,,,,,,,,,,1,3,8,,1,1,1,2,2,1,2,1,2,20,20,15,,,22,,20,,6,1,1,2,1,,,,,,,,,2,2,2,2,2,2,2,,1,2,2,2,1,1,,,,,,,,,,1
4938,2,66,66001,1,01,2,1,40,1,3,1,1,3,6,4,4,4,3,3,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,4,0,11,1,,2,2,1,2,2,2,3,,1,1,1,1,1,1,1,1,3,9,,2,2,1,2,2,1,2,2,2,,,15,,,15,,,,6,2,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4939,2,66,66001,1,09,1,1,36,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,2,0,1,2,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,1,2,1,1,2,1,2,2,2,15,,15,15,,15,,,,1,1,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4940,2,66,66001,1,09,1,1,56,1,3,1,1,1,6,4,4,2,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,12,0,1,1,,1,2,2,2,2,2,1,,1,,,,,,,1,4,8,,1,2,2,2,1,2,1,2,2,20,,,,20,,20,,,5,,1,2,,1,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4941,2,13,13001,1,02,1,1,49,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,5,0,1,1,,1,2,2,1,2,2,1,,1,,,,,,,1,2,1,,1,1,1,1,1,1,1,2,2,15,15,17,17,17,17,17,,,7,2,2,,,,,,,,,,,2,1,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4942,2,66,66001,1,03,1,1,50,1,3,2,1,1,6,3,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,6,,0,3,5,2,,2,2,2,2,2,2,,,,,,,,,,1,4,1,,1,2,2,2,2,2,2,2,2,20,,,,,,,,,1,,1,2,,,,,,,,1,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4943,2,66,66001,1,09,1,1,26,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,5,11,1,1,,2,2,2,2,2,2,,,,,,,,,,1,1,5,,1,2,1,2,2,1,2,2,2,15,,15,,,15,,,,6,2,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
